id,Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
314,I,0.8125,0.6,0.2125,4.9611625,2.381358,0.963883,1.70097,6.0
315,M,1.6,1.2875,0.4,32.034935,13.42348825,8.448151,8.9300925,10.0
316,I,1.375,1.075,0.375,20.28406725,8.63242275,4.32329875,7.087375,12.0
317,M,1.4625,1.1875,0.3625,26.591831,11.5949455,5.443104,7.087375,11.0
318,I,0.9375,0.725,0.225,7.93786,3.33106625,1.74349425,2.4097075,8.0
319,I,0.9,0.6875,0.225,6.27941425,2.6932025,1.00640725,1.984465,6.0
320,I,0.725,0.525,0.1875,4.252425,1.71514475,0.80796075,1.2757275,3.0
321,I,1.25,0.9625,0.3,13.53688625,6.10931725,2.551455,4.025629,9.0
322,F,1.3875,1.05,0.4375,26.64853,10.6877615,5.42892925,10.0640725,18.0
323,F,1.425,1.125,0.4,27.21552,11.736693,6.066793,8.788345,14.0
324,M,1.5625,1.175,0.4125,33.40988575,18.15785475,6.633783,8.0796075,9.0
325,M,1.4125,1.1375,0.375,29.5118295,12.133586,7.10154975,7.654365,15.0
326,I,1.3,1.025,0.325,17.7184375,7.10154975,4.63514325,4.9611625,8.0
327,I,0.8,0.6,0.2375,4.819415,2.11203775,1.14815475,1.360776,6.0
328,F,1.6875,1.3125,0.425,41.560367,14.0330025,9.241937,11.7650425,12.0
329,I,1.225,0.95,0.3125,14.7133905,6.02426875,3.86970675,4.6776675,10.0
330,I,1.175,0.8875,0.3125,13.210867,6.5487345,2.8066005,4.1106775,8.0
331,M,1.4875,1.225,0.4125,31.18445,15.2803805,6.5487345,7.93786,11.0
332,F,1.475,1.1625,0.375,24.36639525,11.01378075,5.82582225,6.80388,9.0
333,M,1.65,1.3125,0.5125,42.354153,17.179797,9.14271375,11.90679,13.0
334,M,1.6,1.275,0.475,38.215126,16.4710595,7.66853975,10.035723,9.0
335,F,1.5625,1.225,0.4625,31.14192575,13.56523575,6.633783,10.0640725,10.0
336,F,1.725,1.4625,0.4625,44.15434625,20.2131935,10.8578585,12.2186345,11.0
337,I,0.4375,0.325,0.1,0.89300925,0.29766975,0.18427175,0.1417475,3.0
338,M,1.3625,1.0875,0.4125,24.56484175,10.24834425,4.3941725,7.2291225,10.0
339,M,1.6625,1.275,0.3875,37.32211675,18.200379,8.448151,9.63883,11.0
340,I,1.075,0.825,0.25,14.004653,6.30776375,2.324659,3.84135725,7.0
341,I,0.8375,0.625,0.2125,6.80388,3.061746,1.4458245,1.984465,7.0
342,M,1.3125,1.0,0.2875,19.17843675,8.0796075,3.7137845,5.953395,9.0
343,M,1.75,1.3875,0.5375,60.6962795,28.5479465,10.24834425,14.78426425,12.0
344,F,1.4,1.125,0.3625,26.12406425,12.28950825,5.556502,7.087375,10.0
345,M,1.5125,1.1875,0.3875,31.6096925,15.88989475,6.67630725,7.7961125,10.0
346,M,1.3,1.0375,0.325,19.901349,9.90815025,4.7343665,5.386405,8.0
347,F,1.4375,1.175,0.3875,29.27085875,10.149121,6.42116175,8.3631025,12.0
348,I,1.1375,0.875,0.325,10.44679075,4.479221,2.2963095,3.5436875,8.0
349,M,1.5625,1.225,0.425,35.81959325,17.08057375,7.3425205,8.9300925,10.0
350,M,1.5625,1.2,0.4625,29.9654215,14.4298955,6.7755305,8.0796075,9.0
351,I,0.925,0.6875,0.225,6.81805475,2.6365035,1.4458245,1.984465,6.0
352,I,1.025,0.8,0.2875,8.8733935,3.40194,2.11203775,2.83495,9.0
353,I,1.225,0.9125,0.35,15.74814725,7.0590255,2.721552,4.819415,9.0
354,F,1.325,1.0625,0.325,20.921931,9.36950975,4.8477645,6.39281225,8.0
355,I,1.1375,0.8625,0.275,13.437663,5.9817445,3.005047,3.40194,6.0
356,M,1.3,1.025,0.35,21.092028,7.1724235,4.60679375,7.37087,12.0
357,M,1.4375,1.125,0.3875,24.50814275,10.95708175,5.06038575,7.37087,14.0
358,I,0.4125,0.3125,0.1125,0.77961125,0.2551455,0.226796,0.226796,4.0
359,M,1.45,1.2,0.4625,27.555714,11.8784405,6.19436575,9.6671795,11.0
360,I,1.225,0.95,0.3125,18.9658155,7.5126175,4.195726,5.8116475,8.0
361,I,1.2375,1.0,0.3375,15.83319575,7.3992195,3.7704835,4.9611625,7.0
362,F,0.9625,0.75,0.225,8.561549,4.0539785,1.80019325,2.36718325,7.0
363,M,1.6625,1.3125,0.4375,40.029494,17.76096175,7.64019025,12.0485375,13.0
364,F,1.275,0.975,0.3125,18.10115575,8.34892775,3.50116325,5.5281525,10.0
365,M,1.0375,0.8125,0.3125,9.07184,3.69960975,1.4458245,2.9766975,12.0
366,M,0.825,0.625,0.225,5.85417175,2.721552,1.11980525,1.984465,6.0
367,M,1.2,0.925,0.3125,15.762322,6.76135575,3.4869885,4.3941725,8.0
368,F,1.3125,1.0125,0.425,21.41804725,8.8733935,4.422522,7.2291225,13.0
369,I,0.7375,0.5625,0.1875,3.64291075,1.45999925,0.8788345,1.13398,6.0
370,I,0.9625,0.7625,0.2375,8.4198015,3.95475525,1.8994165,2.26796,7.0
371,F,1.6125,1.25,0.425,35.22425375,16.44271,8.051258,8.9300925,11.0
372,F,1.525,1.2125,0.45,32.375129,15.1669825,7.427569,8.9300925,12.0
373,M,1.175,0.9,0.325,15.5071765,4.309124,3.6003865,3.96893,8.0
374,F,1.2625,1.0125,0.35,24.11124975,8.91591775,5.23048275,8.0796075,12.0
375,I,1.025,0.7625,0.275,9.241937,4.63514325,2.324659,2.83495,7.0
376,M,1.325,1.0625,0.3625,22.83552225,8.34892775,3.4302895,7.2291225,12.0
377,M,1.55,1.2125,0.4125,32.02076025,8.164656,6.30776375,10.0640725,18.0
378,I,1.5125,1.1875,0.375,26.308336,11.92096475,5.499803,7.7961125,9.0
379,I,0.9375,0.6875,0.2,6.80388,2.7499015,1.17650425,1.984465,7.0
380,I,1.075,0.85,0.2625,10.716111,4.309124,2.25378525,3.40194,8.0
381,F,1.4,1.0625,0.3375,22.29688175,8.561549,4.46504625,7.37087,11.0
382,M,1.4375,1.075,0.325,24.99008425,12.757275,4.57844425,6.520385,11.0
383,M,1.55,1.2,0.4625,32.0632845,15.15280775,7.35669525,9.7805775,12.0
384,F,1.45,1.1125,0.375,28.576296,14.58581775,5.6982495,7.654365,9.0
385,M,1.175,0.8875,0.3125,14.50076925,6.42116175,2.87747425,3.8271825,9.0
386,F,1.5,1.15,0.4125,30.0221205,11.793392,6.13766675,7.7961125,14.0
387,F,1.3,1.0125,0.3625,24.323871,7.087375,6.2652395,7.5126175,13.0
388,M,1.625,1.2375,0.4,32.95629375,14.0330025,6.76135575,9.05766525,9.0
389,F,1.5125,1.225,0.4,32.16250775,13.947954,7.824462,8.9300925,12.0
390,I,0.7875,0.575,0.15,3.67126025,1.4458245,0.793786,0.9922325,6.0
391,F,1.5,1.175,0.375,32.16250775,13.947954,7.15824875,8.334753,9.0
392,M,1.3125,0.9875,0.3625,17.95940825,8.68912175,3.6003865,6.23689,8.0
393,M,1.6375,1.3125,0.4,35.550273,16.48523425,8.60407325,8.94426725,9.0
394,M,1.3125,1.1375,0.3875,27.1304715,8.54737425,5.40057975,10.0640725,14.0
395,M,1.5375,1.1625,0.375,32.034935,15.37960375,8.0229085,8.9300925,11.0
396,M,1.3625,1.0625,0.4,24.76328825,10.47514025,5.99591925,7.2291225,10.0
397,I,1.325,1.075,0.325,20.96445525,8.68912175,4.309124,6.3786375,9.0
398,F,1.5125,1.225,0.4375,34.5013415,15.478827,8.051258,10.6310625,14.0
399,I,0.875,0.6625,0.225,6.33611325,3.61456125,1.0489315,1.757669,6.0
400,I,0.9375,0.7125,0.25,6.0384435,2.6932025,1.3891255,1.70097,7.0
401,F,1.7,1.3625,0.525,47.0318205,19.674553,9.51125725,13.324265,18.0
402,F,1.55,1.2125,0.3875,35.777069,15.94659375,7.29999625,10.3475675,10.0
403,M,1.4,1.0375,0.325,22.1976585,9.87980075,5.4714535,6.690482,8.0
404,F,1.625,1.25,0.4375,41.8722115,18.5122235,9.015141,11.056305,11.0
405,F,1.4375,1.1125,0.3625,27.71163625,12.3320325,5.8116475,7.5126175,9.0
406,M,1.6125,1.25,0.425,34.8415355,13.437663,8.0229085,10.489315,15.0
407,I,1.4375,1.125,0.375,26.1665885,11.3114505,5.93922025,7.5126175,18.0
408,M,1.55,1.2125,0.4375,35.777069,17.78931125,9.7805775,9.9506745,10.0
409,M,1.8125,1.375,0.475,55.735117,21.72989175,12.09106175,16.0174675,10.0
410,F,1.0875,0.85,0.3,10.27669375,4.9044635,2.4097075,2.9766975,11.0
411,F,1.575,1.2125,0.425,30.43318825,12.40290625,6.59125875,8.788345,11.0
412,I,1.05,0.8125,0.275,12.71475075,5.9817445,2.6365035,3.685435,6.0
413,I,0.8375,0.625,0.225,3.86970675,1.587572,1.020582,1.417475,6.0
414,M,1.5625,1.225,0.3875,33.0271675,13.834556,7.86698625,10.0640725,10.0
415,I,0.775,0.6,0.1875,3.4302895,1.13398,0.83631025,1.13398,8.0
416,M,1.0625,0.8625,0.275,10.73028575,4.40834725,2.56562975,3.40194,7.0
417,M,0.475,0.3625,0.125,1.077281,0.3118445,0.18427175,0.283495,4.0
418,F,1.775,1.4,0.4375,51.199197,19.83047525,10.70193625,14.17475,17.0
419,M,1.2375,1.0,0.3125,15.35125425,6.2652395,2.99087225,4.819415,8.0
420,F,1.6875,1.3125,0.475,47.7689075,21.16290175,11.90679,11.46737275,13.0
421,F,1.4875,1.2,0.4125,27.65493725,11.8784405,6.5487345,8.50485,9.0
422,I,1.0375,0.775,0.25,8.3064035,4.5642695,1.757669,2.324659,7.0
423,M,1.475,1.0875,0.35,23.85610425,9.68135425,5.40057975,7.93786,9.0
424,F,1.5125,1.175,0.45,31.808139,11.60912025,7.484268,10.56018875,17.0
425,M,1.3875,1.0875,0.3625,24.437269,12.0485375,4.63514325,6.9456275,9.0
426,M,1.575,1.25,0.4,31.62386725,12.34620725,7.49844275,9.07184,10.0
427,F,1.275,0.975,0.2875,16.88212725,8.63242275,3.69960975,4.3941725,8.0
428,F,1.675,1.3125,0.425,49.45570275,24.39474475,10.9712565,10.95708175,11.0
429,I,0.7875,0.575,0.175,3.61456125,1.68679525,0.850485,1.13398,5.0
430,I,1.025,0.7625,0.25,7.6260155,3.24601775,1.68679525,2.551455,7.0
431,I,0.5875,0.4375,0.1375,1.54504775,0.89300925,0.35436875,0.56699,5.0
432,I,1.2875,1.0,0.35,19.17843675,9.865626,3.175144,5.03203625,8.0
433,F,1.3375,1.05,0.3375,19.43358225,9.42620875,4.252425,5.2446575,9.0
434,I,1.5125,1.1875,0.3875,31.18445,15.80484625,5.57067675,8.50485,11.0
435,I,1.425,1.05,0.3875,26.138239,11.60912025,4.8477645,6.3786375,8.0
436,M,1.6125,1.275,0.4625,39.271825,19.03668925,8.561549,11.623295,11.0
437,I,1.15,0.8625,0.25,11.1413535,4.9611625,2.50893075,4.53592,14.0
438,M,0.7875,0.575,0.2125,3.64291075,1.1623295,0.8788345,1.2190285,9.0
439,I,1.1625,0.875,0.275,14.5999925,5.953395,2.778251,3.685435,8.0
440,M,1.625,1.2375,0.4,35.02580725,15.46465225,8.57572375,10.0640725,12.0
441,M,1.2375,0.95,0.3375,15.77649675,5.443104,3.67126025,6.23689,14.0
442,M,1.575,1.225,0.3875,31.99241075,14.401546,7.597666,8.221355,10.0
443,F,1.5,1.175,0.3625,31.864838,15.13727275,5.839997,7.5126175,11.0
444,M,1.8625,1.5,0.525,67.5001595,31.62386725,14.18892475,14.2597985,12.0
445,I,1.15,0.9,0.3,14.81261375,5.443104,2.9766975,4.53592,9.0
446,F,1.7,1.3375,0.4375,44.04094825,20.68096025,9.22776225,11.90679,12.0
447,M,1.1375,0.9375,0.35,15.43630275,6.633783,3.30271675,4.53592,8.0
448,I,1.1,0.8375,0.225,12.94154675,6.10931725,2.42388225,3.118445,8.0
449,M,1.5625,1.2625,0.4125,33.1972645,13.87708025,7.35669525,10.44679075,10.0
450,M,1.475,1.1125,0.375,25.344453,11.169703,4.989512,7.37087,11.0
451,M,1.4625,1.075,0.4125,30.0221205,13.62193475,5.783298,8.788345,11.0
452,M,1.6375,1.3125,0.475,48.931237,23.51591025,8.3631025,11.4815475,12.0
453,M,1.6125,1.2625,0.425,39.2640575,19.40523275,8.66077225,8.6465975,10.0
454,I,1.1375,0.8875,0.2875,13.097469,6.633783,2.82077525,4.6776675,8.0
455,F,1.3125,1.0375,0.3625,24.5790165,12.417081,5.11708475,6.23689,8.0
456,M,1.2,0.925,0.275,14.92601175,6.36446275,2.93417325,3.8271825,8.0
457,I,1.2125,0.9,0.3,13.39513875,5.2446575,3.572037,4.6776675,9.0
458,M,1.575,1.175,0.35,30.83008125,14.7133905,7.55514175,8.3631025,10.0
459,M,1.525,1.2125,0.425,36.457457,17.08057375,8.26387925,8.9300925,11.0
460,M,1.6625,1.2625,0.425,40.83745475,19.03668925,8.29222875,10.3475675,11.0
461,F,1.275,0.975,0.325,16.3009625,6.98815175,3.27436725,4.7343665,10.0
462,F,1.175,0.9375,0.3125,16.42853525,6.08096775,4.025629,5.2446575,10.0
463,M,1.3375,1.0375,0.35,24.777463,8.0796075,4.7910655,7.7961125,16.0
464,M,1.35,1.0375,0.3875,21.659018,9.87980075,4.29494925,6.3786375,10.0
465,F,1.3125,1.0,0.3375,20.70930975,5.65572525,4.989512,5.2446575,16.0
466,F,1.675,1.3125,0.525,43.6865795,18.5122235,9.128539,11.623295,11.0
467,I,0.9125,0.675,0.25,6.39281225,2.324659,1.6726205,1.984465,8.0
468,F,1.3125,1.0,0.35,18.69649525,7.10154975,4.63514325,5.5281525,11.0
469,F,1.725,1.375,0.4875,48.26502375,21.72989175,11.35397475,13.5227115,12.0
470,F,1.2125,0.9375,0.3,13.79203175,5.1312595,2.9199985,4.819415,8.0
471,M,1.1,0.875,0.3125,11.66581925,3.92640575,1.7860185,4.1106775,15.0
472,I,1.025,0.8375,0.25,10.149121,4.63514325,1.8994165,2.83495,8.0
473,M,1.725,1.35,0.4375,45.60017075,22.07008575,12.360382,12.8990225,10.0
474,I,1.025,0.7875,0.25,9.87980075,4.32329875,2.0695135,2.6932025,7.0
475,F,1.55,1.225,0.425,31.411246,13.99047825,7.01650125,9.2135875,8.0
476,I,1.45,1.1875,0.45,29.15746075,13.891255,6.22271525,9.8939755,9.0
477,I,0.7,0.5625,0.175,4.252425,1.360776,0.69456275,0.97805775,6.0
478,I,1.15,0.8875,0.325,13.60776,5.443104,2.96252275,4.53592,8.0
479,M,1.45,1.1375,0.3625,25.0326085,10.61688775,5.85417175,9.2135875,14.0
480,M,1.025,0.775,0.275,9.1001895,4.55009475,2.4664065,2.6932025,6.0
481,I,1.1625,0.925,0.2625,14.67086625,6.350288,3.0900955,4.06815325,7.0
482,F,1.1625,0.8875,0.2875,14.004653,5.34388075,3.3735905,4.3941725,10.0
483,M,1.5,1.1875,0.4375,27.9242575,12.34620725,6.2652395,7.49844275,10.0
484,M,1.4125,1.1125,0.3625,22.566202,11.4248485,4.91863825,6.23689,10.0
485,I,1.0125,0.8125,0.275,10.50348975,4.35164825,2.25378525,2.9766975,7.0
486,F,1.5875,1.25,0.375,35.096681,15.03940975,8.391452,9.4970825,9.0
487,M,1.525,1.1625,0.4,29.1149365,14.0330025,6.08096775,8.221355,10.0
488,M,1.125,0.875,0.35,15.83319575,5.4147545,4.09650275,5.386405,13.0
489,M,1.525,1.1625,0.3625,29.6819265,11.1413535,7.41339425,7.654365,11.0
490,M,1.6,1.2875,0.3875,36.78347625,17.73261225,8.0229085,9.00096625,9.0
491,M,1.3125,1.025,0.3875,19.050864,6.8889285,3.95475525,5.953395,13.0
492,F,1.6375,1.3,0.45,38.55532,17.8885345,7.18659825,11.12717875,10.0
493,I,1.5,1.15,0.4375,32.16250775,13.93377925,7.98038425,8.9300925,11.0
494,I,1.3125,0.95,0.325,15.15280775,6.633783,3.0333965,4.53592,9.0
495,M,1.575,1.225,0.4125,33.40988575,13.664459,7.10154975,8.6465975,9.0
496,F,1.25,0.9625,0.375,21.659018,7.3992195,6.22271525,7.2291225,12.0
497,F,1.4375,1.125,0.4375,29.27085875,12.37455675,7.7961125,10.20582,14.0
498,F,1.3,0.95,0.325,17.1514475,7.10154975,3.2601925,5.5281525,10.0
499,I,1.2375,0.9625,0.3125,13.36678925,5.839997,2.65067825,6.0951425,9.0
500,M,1.5875,1.3,0.4375,36.117263,16.726205,7.35669525,9.355335,11.0
501,I,1.5875,1.2875,0.4625,35.777069,15.2803805,7.4559185,11.623295,13.0
502,M,1.65,1.275,0.425,39.859397,18.01610725,7.95203475,11.623295,10.0
503,F,0.9625,0.75,0.25,7.41339425,3.061746,1.14815475,2.19708625,5.0
504,I,1.175,0.9,0.3125,13.36678925,5.76912325,2.96252275,4.53592,13.0
505,M,1.525,1.175,0.4,25.33027825,10.092422,6.81805475,7.93786,13.0
506,M,1.6,1.3125,0.4125,31.2694985,11.509897,6.59125875,11.169703,14.0
507,I,1.2375,0.975,0.3,15.5071765,6.9456275,3.04757125,4.7343665,8.0
508,M,1.55,1.2125,0.3875,35.6920205,14.18892475,9.695529,9.922325,12.0
509,I,1.075,0.85,0.275,10.41844125,4.74854125,2.2963095,2.9766975,6.0
510,I,1.425,1.1,0.3125,24.81998725,9.62465525,3.86970675,6.23689,19.0
511,M,1.6625,1.3125,0.4375,39.70347475,17.293195,8.40562675,11.623295,11.0
512,I,1.1875,0.8875,0.2875,13.437663,5.06038575,2.948348,3.96893,8.0
513,M,0.8875,0.6375,0.2375,5.443104,2.2963095,1.28990225,1.644271,9.0
514,I,1.35,1.0375,0.35,20.93610575,9.70970375,4.8477645,6.0951425,9.0
515,M,1.35,1.05,0.4,22.04173625,9.28446125,4.37999775,6.6621325,10.0
516,F,1.425,1.125,0.3625,28.22192725,12.23280925,6.53455975,7.7961125,12.0
517,I,1.3,1.05,0.4,19.23513575,8.34892775,4.4508715,5.5281525,9.0
518,M,1.4875,1.0875,0.3875,25.44367625,10.75863525,6.59125875,7.2291225,10.0
519,F,1.6625,1.3,0.4125,39.859397,17.81766075,8.37727725,10.77281,11.0
520,M,1.4125,1.1,0.325,22.04173625,10.659412,4.3374735,6.3786375,9.0
521,F,1.5125,1.2,0.3375,26.2232875,12.3887315,5.726599,7.93786,9.0
522,I,0.6875,0.5125,0.175,2.99087225,14.0330025,0.52446575,0.9922325,5.0
523,M,1.1875,0.9125,0.3,14.4865945,6.25106475,3.72795925,4.6776675,7.0
524,I,1.3375,1.0125,0.3125,18.937466,8.845044,4.5075705,5.5281525,9.0
525,M,1.3625,1.05,0.35,17.90270925,6.917278,4.01145425,5.08873525,9.0
526,F,1.825,1.4,0.5375,51.5110415,23.926978,12.360382,13.834556,10.0
527,M,1.525,1.2,0.3625,28.33532525,12.927372,6.95980225,7.5126175,9.0
528,F,1.6625,1.275,0.425,44.26774425,17.73261225,10.56018875,11.1980525,10.0
529,M,1.25,1.0,0.35,18.86659225,8.164656,4.5642695,5.2446575,8.0
530,I,1.375,1.05,0.35,20.41164,10.77281,3.685435,5.8116475,8.0
531,F,1.4625,1.2125,0.4625,29.95124675,13.9763035,6.36446275,9.4970825,11.0
532,F,1.7375,1.375,0.5,51.7378375,23.2182405,11.793392,12.8990225,11.0
533,M,1.0,0.8125,0.2375,8.845044,3.92640575,1.8994165,2.6932025,7.0
534,M,1.4125,1.1125,0.325,23.45921125,7.711064,4.86193925,6.80388,10.0
535,M,1.525,1.2125,0.4375,28.91649,11.12717875,7.257472,10.0640725,19.0
536,F,1.475,1.175,0.375,27.08794725,12.3320325,6.08096775,7.98038425,10.0
537,M,1.5625,1.225,0.425,37.194544,15.8473705,7.89533575,10.61688775,11.0
538,I,0.925,0.675,0.225,6.2085405,2.7499015,1.14815475,1.8427175,6.0
539,I,1.125,0.875,0.325,13.39513875,5.14543425,3.5436875,3.8271825,9.0
540,M,1.825,1.425,0.475,53.84987525,24.76328825,11.89261525,13.60776,11.0
541,F,1.45,1.3125,0.375,26.138239,10.67358675,5.14543425,8.221355,10.0
542,F,1.4875,1.1625,0.4125,27.03124825,11.04213025,5.8683465,7.7961125,10.0
543,M,1.7125,1.325,0.475,43.1762885,20.6100865,11.2547515,11.1980525,10.0
544,I,0.525,0.375,0.1125,2.48058125,1.1056305,0.4252425,0.3685435,5.0
545,I,1.025,0.775,0.2625,10.262519,4.6776675,2.45223175,2.8632995,8.0
546,M,1.5375,1.2375,0.3875,34.06192425,14.92601175,7.767763,8.9300925,10.0
547,M,1.6125,1.275,0.4,32.10580875,14.04717725,7.767763,8.6465975,8.0
548,M,1.3125,1.0625,0.3625,26.2799865,7.35669525,5.45727875,7.7961125,11.0
549,I,1.025,0.7875,0.25,9.93649975,3.40194,2.324659,2.6932025,7.0
550,I,0.9125,0.7375,0.2125,7.2858215,2.7499015,1.5025235,2.26796,6.0
551,M,1.4375,1.1625,0.4,31.56716825,10.9712565,7.2858215,10.9145575,11.0
552,I,1.1875,0.9375,0.3625,16.37183625,7.994559,3.7704835,5.2446575,7.0
553,I,1.0625,0.825,0.2625,11.49572225,4.97533725,2.5231055,2.83495,8.0
554,I,0.8125,0.6,0.2125,4.9611625,1.5025235,0.5953395,1.417475,7.0
555,M,1.5375,1.225,0.4125,34.6147395,14.7133905,8.77417025,8.0796075,9.0
556,F,1.45,1.15,0.4125,27.14464625,11.49572225,4.63514325,9.63883,16.0
557,F,1.5875,1.2375,0.4375,34.7848365,15.762322,7.6827145,9.4970825,11.0
558,M,1.625,1.2375,0.4375,39.2073585,20.68096025,9.22776225,9.48290775,11.0
559,I,1.3125,1.0,0.325,22.5378525,6.87475375,4.72019175,8.3631025,15.0
560,F,1.75,1.425,0.5125,50.6605565,22.5945515,11.22385975,12.190285,12.0
561,M,1.325,1.025,0.2875,19.17843675,7.01650125,4.4508715,6.6621325,11.0
562,F,1.5,1.2125,0.4375,32.89959475,14.7133905,7.41339425,9.4970825,12.0
563,F,1.375,1.1,0.375,23.00561925,9.6104805,5.6415505,7.2291225,9.0
564,M,1.5625,1.225,0.4375,38.9805625,16.25843825,8.46232575,9.07184,9.0
565,I,1.0,0.7625,0.2375,9.08601475,3.69960975,1.60174675,2.26796,7.0
566,F,1.4375,1.125,0.4,22.055911,8.9867915,4.97533725,6.23689,12.0
567,I,1.225,0.975,0.325,18.01610725,7.824462,3.8838815,5.2446575,8.0
568,F,1.2875,1.0,0.3625,20.36911575,7.5693165,4.819415,6.23689,11.0
569,I,0.9,0.675,0.2375,5.1879585,2.211261,1.03475675,1.70097,7.0
570,M,1.45,1.1,0.3625,28.689694,12.23280925,6.59125875,7.654365,10.0
571,I,0.675,0.4875,0.175,2.87747425,1.31825175,0.52446575,0.850485,6.0
572,I,1.25,0.9375,0.3125,16.386011,6.7188315,3.30271675,4.819415,8.0
573,M,1.3625,1.0125,0.4125,24.73493875,11.396499,4.86193925,6.520385,10.0
574,M,1.3875,1.1125,0.375,29.313383,12.34620725,6.08096775,8.221355,9.0
575,M,1.5625,1.1875,0.4375,38.22930075,20.14231975,7.7961125,13.324265,14.0
576,M,1.0125,0.75,0.225,7.55514175,3.33106625,1.7293195,2.551455,9.0
577,I,1.2,0.9375,0.3125,15.88989475,7.1157245,3.81300775,4.3941725,8.0
578,I,0.55,0.4125,0.125,1.82854275,0.60951425,0.29766975,0.510291,4.0
579,F,1.4375,1.125,0.375,22.1976585,8.788345,5.3013565,6.7755305,11.0
580,F,1.1,0.8375,0.3375,14.3731965,6.76135575,3.30271675,4.1106775,9.0
581,I,1.5125,1.175,0.4125,26.80445225,10.9712565,5.40057975,8.50485,12.0
582,M,1.65,1.3,0.425,38.71124225,15.63474925,9.3836845,10.489315,11.0
583,I,1.1625,0.925,0.3125,13.48018725,6.5487345,2.608154,4.3941725,8.0
584,F,1.6375,1.2625,0.475,42.297454,17.463292,10.9145575,11.90679,12.0
585,M,1.5125,1.1875,0.4375,33.40988575,14.5999925,7.200773,8.788345,11.0
586,F,1.6125,1.25,0.5,37.137845,14.50076925,8.03708325,12.6155275,16.0
587,M,1.35,1.0625,0.4125,23.586784,9.62465525,6.6054335,7.2291225,10.0
588,M,1.575,1.2125,0.4125,31.694741,15.2236815,6.36446275,8.0796075,8.0
589,F,1.4875,1.1625,0.375,29.9654215,14.92601175,6.860579,7.5126175,8.0
590,F,1.4875,1.1625,0.375,27.71163625,12.00601325,5.499803,8.221355,15.0
591,I,0.95,0.7,0.2375,7.72523875,4.49339575,1.474174,2.4097075,6.0
592,M,1.6625,1.25,0.4625,36.38658325,16.42853525,8.37727725,10.19164525,10.0
593,M,1.5375,1.1875,0.4375,29.63940225,12.57300325,6.2652395,10.3475675,19.0
594,I,0.925,0.6875,0.2125,6.95980225,2.9199985,1.51669825,1.984465,6.0
595,I,1.3125,1.0125,0.2875,23.5584345,9.412034,4.3374735,7.37087,11.0
596,I,1.05,0.775,0.225,9.08601475,4.43669675,1.82854275,2.4664065,6.0
597,I,0.9375,0.7375,0.2375,7.9662095,3.1467945,1.65844575,2.097863,7.0
598,M,1.4875,1.1625,0.375,31.3261975,13.2392165,5.8683465,10.61688775,11.0
599,M,1.5875,1.2875,0.4875,38.96638775,12.7289255,7.01650125,14.458245,20.0
600,I,1.3375,1.075,0.4125,24.76328825,10.4609655,3.7137845,6.463686,16.0
601,M,1.525,1.2125,0.475,35.81959325,12.68640125,6.2652395,12.757275,15.0
602,M,1.525,1.1875,0.4,30.674159,14.04717725,6.16601625,8.50485,13.0
603,I,1.175,0.8875,0.325,13.437663,5.499803,4.09650275,4.9611625,8.0
604,M,1.425,1.0625,0.425,23.94115275,11.5949455,4.63514325,6.9456275,10.0
605,M,1.325,1.0625,0.325,19.17843675,8.7032965,4.6209685,6.23689,9.0
606,I,1.25,0.9375,0.35,16.839603,7.6827145,3.69960975,5.0745605,7.0
607,F,1.5625,1.2,0.4375,30.05047,13.79203175,6.690482,8.9300925,12.0
608,M,1.625,1.2375,0.475,37.137845,15.57805025,9.48290775,9.07184,10.0
609,I,1.175,0.925,0.3125,14.911837,6.81805475,3.64291075,4.9611625,8.0
610,M,1.175,0.875,0.325,13.50853675,5.91087075,3.8271825,4.1106775,9.0
611,F,1.4125,1.1,0.3875,27.555714,11.453198,6.19436575,7.2291225,8.0
612,I,1.2,0.925,0.325,14.911837,7.04485075,3.2034935,4.9611625,8.0
613,F,1.15,0.8875,0.3125,15.74814725,7.314171,3.3735905,4.6776675,9.0
614,F,1.4375,1.125,0.375,24.4656185,12.60135275,4.989512,5.57067675,8.0
615,M,1.3625,0.9625,0.3625,21.035329,7.6260155,3.7704835,7.2291225,8.0
616,F,1.625,1.3,0.45,41.730464,17.463292,10.829509,11.90679,10.0
617,M,1.45,1.1625,0.3,26.32251075,11.8784405,5.57067675,7.37087,8.0
618,I,1.225,0.9875,0.3375,18.27125275,7.200773,3.9405805,5.953395,9.0
619,M,1.4125,1.075,0.3625,24.30969625,9.05766525,5.03203625,7.7961125,12.0
620,M,1.55,1.2,0.4125,32.36095425,16.42853525,6.95980225,8.9300925,12.0
621,F,1.5375,1.2,0.4,29.49765475,12.813974,7.824462,8.77417025,8.0
622,M,1.425,1.1125,0.3875,24.96173475,9.90815025,5.046211,8.63242275,12.0
623,F,1.4125,1.1,0.375,23.37416275,10.75863525,5.06038575,6.1518415,9.0
624,F,1.7625,1.4125,0.575,53.6089045,26.97454925,11.623295,16.44271,12.0
625,F,1.55,1.25,0.4375,37.194544,15.5638755,7.10154975,10.0640725,10.0
626,M,1.325,1.0625,0.325,19.050864,7.0590255,3.98310475,5.953395,8.0
627,M,1.6,1.3375,0.4375,44.9906565,17.95940825,8.391452,11.1980525,9.0
